DATETIME,OPEN,HIGH,LOW,CLOSE,VOLUME
2014-01-03 19:29:00,0.82805,0.82805,0.82799,0.82799,4.0
2014-01-03 19:30:00,0.8279799999999999,0.82816,0.8279299999999999,0.8281200000000001,39.0
2014-01-03 19:31:00,0.82811,0.8281799999999999,0.8281,0.8281700000000001,18.0
2014-01-03 19:32:00,0.8281799999999999,0.8282700000000001,0.8281299999999999,0.8281799999999999,46.0
2014-01-03 19:33:00,0.82816,0.82825,0.8281,0.8282299999999999,44.0
2014-01-03 19:34:00,0.82824,0.82826,0.82821,0.82825,29.0
2014-01-03 19:35:00,0.82824,0.82825,0.8282200000000001,0.8282200000000001,27.0
2014-01-03 19:36:00,0.8282299999999999,0.82824,0.8282200000000001,0.82824,16.0
2014-01-03 19:37:00,0.8282200000000001,0.8282700000000001,0.82821,0.82821,13.0
2014-01-03 19:38:00,0.8282200000000001,0.8282200000000001,0.8281299999999999,0.82814,11.0
2014-01-03 19:39:00,0.8281299999999999,0.82814,0.82806,0.8280700000000001,20.0
2014-01-03 19:40:00,0.8280799999999999,0.8280799999999999,0.82805,0.82806,19.0
2014-01-03 19:41:00,0.8280700000000001,0.8280700000000001,0.82804,0.82804,10.0
2014-01-03 19:42:00,0.82805,0.8280799999999999,0.8280299999999999,0.8280799999999999,9.0
2014-01-03 19:43:00,0.82806,0.8281,0.82805,0.8281,18.0
2014-01-03 19:44:00,0.8280799999999999,0.8280799999999999,0.8280299999999999,0.82804,9.0
2014-01-03 19:45:00,0.82805,0.82805,0.82794,0.82794,16.0
2014-01-03 19:46:00,0.8279200000000001,0.82796,0.82788,0.8279200000000001,29.0
2014-01-03 19:47:00,0.8279299999999999,0.8279799999999999,0.82785,0.82796,26.0
2014-01-03 19:48:00,0.82794,0.82796,0.82788,0.82789,26.0
2014-01-03 19:49:00,0.8279200000000001,0.828,0.8279200000000001,0.82799,16.0
2014-01-03 19:50:00,0.828,0.8280700000000001,0.828,0.82806,22.0
2014-01-03 19:51:00,0.82805,0.8281799999999999,0.82805,0.82814,36.0
2014-01-03 19:52:00,0.82815,0.82815,0.82814,0.82815,3.0
2014-01-03 19:53:00,0.8281799999999999,0.8281799999999999,0.8280299999999999,0.8280299999999999,24.0
2014-01-03 19:54:00,0.82805,0.82809,0.82796,0.82799,29.0
2014-01-03 19:55:00,0.8279700000000001,0.8280200000000001,0.8279700000000001,0.82799,21.0
2014-01-03 19:56:00,0.82801,0.8280200000000001,0.82794,0.8280200000000001,28.0
2014-01-03 19:57:00,0.8280299999999999,0.82805,0.82801,0.8280299999999999,16.0
2014-01-03 19:58:00,0.82804,0.82804,0.8279700000000001,0.828,28.0
2014-01-03 19:59:00,0.82799,0.82806,0.8279799999999999,0.82805,29.0
2014-01-03 20:00:00,0.8280200000000001,0.8280700000000001,0.828,0.828,33.0
2014-01-03 20:01:00,0.8280299999999999,0.82804,0.82801,0.82804,11.0
2014-01-03 20:02:00,0.8280299999999999,0.8280799999999999,0.82794,0.8280799999999999,17.0
2014-01-03 20:03:00,0.82809,0.8281299999999999,0.8279799999999999,0.82799,22.0
2014-01-03 20:04:00,0.8279799999999999,0.82806,0.8279799999999999,0.8280299999999999,30.0
2014-01-03 20:05:00,0.82801,0.82804,0.82799,0.82799,23.0
2014-01-03 20:06:00,0.8279799999999999,0.82801,0.8279700000000001,0.82801,20.0
2014-01-03 20:07:00,0.828,0.828,0.82783,0.82785,41.0
2014-01-03 20:08:00,0.8278399999999999,0.82791,0.8278399999999999,0.82789,20.0
2014-01-03 20:09:00,0.8279,0.82795,0.82788,0.82794,25.0
2014-01-03 20:10:00,0.8279700000000001,0.82804,0.82796,0.828,25.0
2014-01-03 20:11:00,0.8280200000000001,0.8280299999999999,0.8279200000000001,0.8279200000000001,11.0
2014-01-03 20:12:00,0.8279299999999999,0.82795,0.8278700000000001,0.8279,40.0
2014-01-03 20:13:00,0.82791,0.82799,0.8279,0.82791,27.0
2014-01-03 20:14:00,0.8279200000000001,0.82799,0.8279200000000001,0.82799,15.0
2014-01-03 20:15:00,0.8280200000000001,0.8280299999999999,0.8279700000000001,0.828,24.0
2014-01-03 20:16:00,0.82799,0.8280799999999999,0.82795,0.82796,47.0
2014-01-03 20:17:00,0.82795,0.82804,0.82795,0.82804,31.0
2014-01-03 20:18:00,0.82805,0.8280700000000001,0.8280200000000001,0.82804,23.0
2014-01-03 20:19:00,0.82805,0.82805,0.828,0.8280299999999999,12.0
2014-01-03 20:20:00,0.8280200000000001,0.82804,0.82795,0.82796,30.0
2014-01-03 20:21:00,0.8279700000000001,0.8280299999999999,0.8278399999999999,0.8279299999999999,63.0
2014-01-03 20:22:00,0.82794,0.8279799999999999,0.8279299999999999,0.82796,23.0
2014-01-03 20:23:00,0.82795,0.82806,0.82795,0.82806,14.0
2014-01-03 20:24:00,0.82805,0.8281200000000001,0.82804,0.8280799999999999,24.0
2014-01-03 20:25:00,0.8280700000000001,0.8281299999999999,0.82805,0.82805,26.0
2014-01-03 20:26:00,0.8280200000000001,0.8280700000000001,0.82799,0.82806,24.0
2014-01-03 20:27:00,0.82805,0.82816,0.82805,0.8281,18.0
2014-01-03 20:28:00,0.82809,0.8281200000000001,0.8280799999999999,0.82809,19.0
2014-01-03 20:29:00,0.8280799999999999,0.82809,0.8280799999999999,0.8280799999999999,5.0
2014-01-03 20:30:00,0.82809,0.82815,0.82809,0.82811,11.0
2014-01-03 20:31:00,0.8281,0.82811,0.82805,0.82805,13.0
